path,name,extension,size_bytes,size_human,modified_at,depth,top_level,category,git_state,is_symlink
src/modules/auth/tests/LoginShell.test.tsx,LoginShell.test.tsx,.tsx,6085,5.94 KB,2026-07-22 20:26:18,5,src,business-module,tracked,False
src/modules/auth/tests/PasswordHash.test.ts,PasswordHash.test.ts,.ts,1283,1.25 KB,2026-06-25 20:23:32,5,src,business-module,tracked,False
src/modules/branding/brand-assets.ts,brand-assets.ts,.ts,398,398.00 B,2026-05-29 14:58:43,4,src,business-module,tracked,False
src/modules/care/domain/follow-up-assignment-eligibility.ts,follow-up-assignment-eligibility.ts,.ts,7331,7.16 KB,2026-07-18 14:30:45,5,src,business-module,tracked,False
src/modules/care/domain/follow-up-assignment.ts,follow-up-assignment.ts,.ts,14483,14.14 KB,2026-07-18 14:30:45,5,src,business-module,tracked,False
src/modules/care/domain/follow-up-business-time.ts,follow-up-business-time.ts,.ts,3910,3.82 KB,2026-07-18 03:26:30,5,src,business-module,tracked,False
src/modules/care/domain/follow-up-command-preconditions.ts,follow-up-command-preconditions.ts,.ts,1470,1.44 KB,2026-07-18 03:26:30,5,src,business-module,tracked,False
src/modules/care/domain/follow-up-completion-result.ts,follow-up-completion-result.ts,.ts,5285,5.16 KB,2026-07-18 04:49:31,5,src,business-module,tracked,False
src/modules/care/domain/follow-up-due-bucket.ts,follow-up-due-bucket.ts,.ts,1146,1.12 KB,2026-07-18 03:26:30,5,src,business-module,tracked,False
src/modules/care/domain/follow-up-risk-escalation.ts,follow-up-risk-escalation.ts,.ts,2891,2.82 KB,2026-07-18 04:49:31,5,src,business-module,tracked,False
src/modules/care/domain/follow-up-task.ts,follow-up-task.ts,.ts,19019,18.57 KB,2026-07-18 04:49:31,5,src,business-module,tracked,False
src/modules/care/tests/FollowUpAssignmentDomain.test.ts,FollowUpAssignmentDomain.test.ts,.ts,29204,28.52 KB,2026-07-18 14:30:45,5,src,business-module,tracked,False
src/modules/care/tests/FollowUpAssignmentEligibilityDomain.test.ts,FollowUpAssignmentEligibilityDomain.test.ts,.ts,6997,6.83 KB,2026-07-18 03:26:30,5,src,business-module,tracked,False
src/modules/care/tests/FollowUpBusinessTimeDomain.test.ts,FollowUpBusinessTimeDomain.test.ts,.ts,6178,6.03 KB,2026-07-18 03:26:30,5,src,business-module,tracked,False
src/modules/care/tests/FollowUpCommandPreconditionsDomain.test.ts,FollowUpCommandPreconditionsDomain.test.ts,.ts,13574,13.26 KB,2026-07-18 04:49:31,5,src,business-module,tracked,False
src/modules/care/tests/FollowUpDueBucketDomain.test.ts,FollowUpDueBucketDomain.test.ts,.ts,4048,3.95 KB,2026-07-18 03:26:30,5,src,business-module,tracked,False
src/modules/care/tests/FollowUpTaskDomain.test.ts,FollowUpTaskDomain.test.ts,.ts,17559,17.15 KB,2026-07-18 04:49:31,5,src,business-module,tracked,False
src/modules/customer-center/domain/customer-creation-selection.ts,customer-creation-selection.ts,.ts,12670,12.37 KB,2026-07-18 14:09:32,5,src,business-module,tracked,False
src/modules/customer-center/domain/customer-list-item.ts,customer-list-item.ts,.ts,5376,5.25 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/domain/customer-overview.ts,customer-overview.ts,.ts,15819,15.45 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/domain/customer-project-selection.ts,customer-project-selection.ts,.ts,4630,4.52 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/domain/customer-projections.ts,customer-projections.ts,.ts,4672,4.56 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/domain/customer-query.ts,customer-query.ts,.ts,9067,8.85 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/tests/CustomerCreationProjectCompatibility.test.ts,CustomerCreationProjectCompatibility.test.ts,.ts,3538,3.46 KB,2026-07-18 14:09:32,5,src,business-module,tracked,False
src/modules/customer-center/tests/CustomerCreationSelection.test.ts,CustomerCreationSelection.test.ts,.ts,10357,10.11 KB,2026-07-18 14:09:32,5,src,business-module,tracked,False
src/modules/customer-center/tests/CustomerListItemBoundary.test.ts,CustomerListItemBoundary.test.ts,.ts,6281,6.13 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/tests/CustomerListItemProjection.test.ts,CustomerListItemProjection.test.ts,.ts,5236,5.11 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/tests/CustomerOverviewProjection.test.ts,CustomerOverviewProjection.test.ts,.ts,22839,22.30 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/tests/CustomerProjectOverviewCompatibility.test.ts,CustomerProjectOverviewCompatibility.test.ts,.ts,4508,4.40 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/tests/CustomerProjectSelection.test.ts,CustomerProjectSelection.test.ts,.ts,8417,8.22 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/customer-center/tests/CustomerQueryParser.test.ts,CustomerQueryParser.test.ts,.ts,11520,11.25 KB,2026-07-18 03:28:58,5,src,business-module,tracked,False
src/modules/deployment/server/deployment-version.ts,deployment-version.ts,.ts,1458,1.42 KB,2026-06-23 02:56:15,5,src,business-module,tracked,False
src/modules/deployment/tests/DeploymentVersionRoute.test.ts,DeploymentVersionRoute.test.ts,.ts,2391,2.33 KB,2026-06-23 02:56:15,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-aggregation.ts,analytics-aggregation.ts,.ts,28063,27.41 KB,2026-07-22 14:40:55,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-chart-granularity.ts,analytics-chart-granularity.ts,.ts,4926,4.81 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-consumption-facts.ts,analytics-consumption-facts.ts,.ts,24936,24.35 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-data-integrity.ts,analytics-data-integrity.ts,.ts,9484,9.26 KB,2026-07-18 13:14:24,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-period-buckets.ts,analytics-period-buckets.ts,.ts,14042,13.71 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-period-resource-policy.ts,analytics-period-resource-policy.ts,.ts,4713,4.60 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-periods.ts,analytics-periods.ts,.ts,15576,15.21 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-report-input-proposal.ts,analytics-report-input-proposal.ts,.ts,12011,11.73 KB,2026-07-18 14:27:53,5,src,business-module,tracked,False
src/modules/institution-analytics/domain/analytics-stable-consumption-record.ts,analytics-stable-consumption-record.ts,.ts,12815,12.51 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsConsumptionFacts.test.ts,AnalyticsConsumptionFacts.test.ts,.ts,21723,21.21 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsDataIntegrity.test.ts,AnalyticsDataIntegrity.test.ts,.ts,3344,3.27 KB,2026-07-18 13:14:24,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsDataIntegrityPartitions.test.ts,AnalyticsDataIntegrityPartitions.test.ts,.ts,7193,7.02 KB,2026-07-18 13:14:24,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsPeriodBuckets.test.ts,AnalyticsPeriodBuckets.test.ts,.ts,26313,25.70 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsPeriodResourcePolicy.test.ts,AnalyticsPeriodResourcePolicy.test.ts,.ts,13852,13.53 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsPeriodsAndAggregation.test.ts,AnalyticsPeriodsAndAggregation.test.ts,.ts,31388,30.65 KB,2026-07-22 14:40:55,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsReportInputBoundary.test.ts,AnalyticsReportInputBoundary.test.ts,.ts,3502,3.42 KB,2026-07-18 14:27:53,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsReportInputProposal.test.ts,AnalyticsReportInputProposal.test.ts,.ts,2464,2.41 KB,2026-07-18 14:27:53,5,src,business-module,tracked,False
src/modules/institution-analytics/tests/AnalyticsStableConsumptionRecord.test.ts,AnalyticsStableConsumptionRecord.test.ts,.ts,9791,9.56 KB,2026-07-18 03:20:57,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/care-action.ts,care-action.ts,.ts,6514,6.36 KB,2026-07-17 21:37:32,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/conversation-action.ts,conversation-action.ts,.ts,5487,5.36 KB,2026-07-17 21:39:51,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/customer.ts,customer.ts,.ts,1341,1.31 KB,2026-07-17 21:34:55,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/institution-action.ts,institution-action.ts,.ts,621,621.00 B,2026-07-17 21:37:32,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/institution-capability-registry.ts,institution-capability-registry.ts,.ts,10088,9.85 KB,2026-07-17 21:42:16,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/institution-capability.ts,institution-capability.ts,.ts,6962,6.80 KB,2026-07-17 21:42:16,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/institution-navigation.ts,institution-navigation.ts,.ts,5118,5.00 KB,2026-07-17 21:30:53,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/institution-operating-context.ts,institution-operating-context.ts,.ts,2293,2.24 KB,2026-07-18 03:48:14,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/institution-routes.ts,institution-routes.ts,.ts,9679,9.45 KB,2026-07-17 21:30:53,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/institution-source.ts,institution-source.ts,.ts,2478,2.42 KB,2026-07-17 21:34:55,5,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/CareActionContract.test.ts,CareActionContract.test.ts,.ts,13901,13.58 KB,2026-07-17 21:37:32,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/ConversationActionContract.test.ts,ConversationActionContract.test.ts,.ts,7901,7.72 KB,2026-07-17 21:39:51,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/ConversationActionContractBoundary.test.ts,ConversationActionContractBoundary.test.ts,.ts,6884,6.72 KB,2026-07-17 21:39:51,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/CustomerContract.test.ts,CustomerContract.test.ts,.ts,3506,3.42 KB,2026-07-17 21:34:55,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/InstitutionActionContract.test.ts,InstitutionActionContract.test.ts,.ts,1129,1.10 KB,2026-07-17 21:37:32,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/InstitutionCapabilityContract.test.ts,InstitutionCapabilityContract.test.ts,.ts,12554,12.26 KB,2026-07-17 21:42:16,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/InstitutionCapabilityRegistryContract.test.ts,InstitutionCapabilityRegistryContract.test.ts,.ts,8444,8.25 KB,2026-07-17 21:42:16,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/InstitutionNavigationContract.test.ts,InstitutionNavigationContract.test.ts,.ts,5256,5.13 KB,2026-07-17 21:30:53,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/InstitutionOperatingContextContract.test.ts,InstitutionOperatingContextContract.test.ts,.ts,3686,3.60 KB,2026-07-18 03:48:14,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/InstitutionOperatingContextContractBoundary.test.ts,InstitutionOperatingContextContractBoundary.test.ts,.ts,5833,5.70 KB,2026-07-18 03:48:14,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/InstitutionRouteContract.test.ts,InstitutionRouteContract.test.ts,.ts,6174,6.03 KB,2026-07-17 21:30:53,6,src,business-module,tracked,False
src/modules/institution-contracts/v1/tests/InstitutionSourceContract.test.ts,InstitutionSourceContract.test.ts,.ts,5559,5.43 KB,2026-07-17 21:34:55,6,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversation-action-projection.ts,conversation-action-projection.ts,.ts,28916,28.24 KB,2026-07-18 15:30:33,5,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversation-assignments.ts,conversation-assignments.ts,.ts,44114,43.08 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversation-care-dispositions.ts,conversation-care-dispositions.ts,.ts,33366,32.58 KB,2026-07-18 05:17:43,5,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversation-identity-match-reviews.ts,conversation-identity-match-reviews.ts,.ts,17844,17.43 KB,2026-07-18 13:16:26,5,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversation-message-results.ts,conversation-message-results.ts,.ts,24505,23.93 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversation-messages.ts,conversation-messages.ts,.ts,23128,22.59 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversation-risks.ts,conversation-risks.ts,.ts,33566,32.78 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversation-segments.ts,conversation-segments.ts,.ts,41985,41.00 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/domain/conversations.ts,conversations.ts,.ts,38861,37.95 KB,2026-07-18 14:23:44,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationActionProjection.test.ts,ConversationActionProjection.test.ts,.ts,7804,7.62 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationActionProjectionBoundary.test.ts,ConversationActionProjectionBoundary.test.ts,.ts,19868,19.40 KB,2026-07-18 15:30:33,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationAssignmentBoundary.test.ts,ConversationAssignmentBoundary.test.ts,.ts,20625,20.14 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationAssignmentDomain.test.ts,ConversationAssignmentDomain.test.ts,.ts,21105,20.61 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationCareDispositionBoundary.test.ts,ConversationCareDispositionBoundary.test.ts,.ts,11143,10.88 KB,2026-07-18 05:17:43,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationCareDispositionDomain.test.ts,ConversationCareDispositionDomain.test.ts,.ts,11261,11.00 KB,2026-07-18 05:17:43,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationDomain.test.ts,ConversationDomain.test.ts,.ts,11997,11.72 KB,2026-07-18 14:23:44,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationDomainBoundary.test.ts,ConversationDomainBoundary.test.ts,.ts,33409,32.63 KB,2026-07-18 14:23:44,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationIdentityMatchReviewBoundary.test.ts,ConversationIdentityMatchReviewBoundary.test.ts,.ts,8506,8.31 KB,2026-07-18 13:16:26,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationIdentityMatchReviewDomain.test.ts,ConversationIdentityMatchReviewDomain.test.ts,.ts,6035,5.89 KB,2026-07-18 13:16:26,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationMessageDomain.test.ts,ConversationMessageDomain.test.ts,.ts,24681,24.10 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationMessageResultDomain.test.ts,ConversationMessageResultDomain.test.ts,.ts,36519,35.66 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationRiskDomain.test.ts,ConversationRiskDomain.test.ts,.ts,27664,27.02 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationSegmentDomain.test.ts,ConversationSegmentDomain.test.ts,.ts,36360,35.51 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-conversations/tests/ConversationSegmentRiskBoundary.test.ts,ConversationSegmentRiskBoundary.test.ts,.ts,9384,9.16 KB,2026-07-18 03:31:22,5,src,business-module,tracked,False
src/modules/institution-knowledge/domain/knowledge-content-manifest.ts,knowledge-content-manifest.ts,.ts,17805,17.39 KB,2026-07-18 03:32:44,5,src,business-module,tracked,False
src/modules/institution-knowledge/domain/knowledge-job-attempt.ts,knowledge-job-attempt.ts,.ts,13668,13.35 KB,2026-07-18 13:03:02,5,src,business-module,tracked,False
src/modules/institution-knowledge/domain/knowledge-publication.ts,knowledge-publication.ts,.ts,57275,55.93 KB,2026-07-18 03:32:44,5,src,business-module,tracked,False
src/modules/institution-knowledge/domain/knowledge-versioning.ts,knowledge-versioning.ts,.ts,17150,16.75 KB,2026-07-18 03:32:44,5,src,business-module,tracked,False
src/modules/institution-knowledge/tests/KnowledgeJobDomain.test.ts,KnowledgeJobDomain.test.ts,.ts,4032,3.94 KB,2026-07-18 13:03:02,5,src,business-module,tracked,False
src/modules/institution-knowledge/tests/KnowledgeJobLeaseDomain.test.ts,KnowledgeJobLeaseDomain.test.ts,.ts,4620,4.51 KB,2026-07-18 13:03:02,5,src,business-module,tracked,False
src/modules/institution-knowledge/tests/KnowledgePublicationDomain.test.ts,KnowledgePublicationDomain.test.ts,.ts,93217,91.03 KB,2026-07-18 03:32:44,5,src,business-module,tracked,False
src/modules/institution-knowledge/tests/KnowledgeVersioningDomain.test.ts,KnowledgeVersioningDomain.test.ts,.ts,44022,42.99 KB,2026-07-18 03:32:44,5,src,business-module,tracked,False
src/modules/institution-system/domain/ai-usage-metrics-snapshot.ts,ai-usage-metrics-snapshot.ts,.ts,11011,10.75 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/domain/ai-usage-metrics.ts,ai-usage-metrics.ts,.ts,7550,7.37 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/domain/ai-usage-outcomes.ts,ai-usage-outcomes.ts,.ts,2026,1.98 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/domain/ai-usage-service-keys.ts,ai-usage-service-keys.ts,.ts,1452,1.42 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/domain/ai-usage-time-window.ts,ai-usage-time-window.ts,.ts,1709,1.67 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/domain/raw-data-retention-change.ts,raw-data-retention-change.ts,.ts,11162,10.90 KB,2026-07-18 13:46:15,5,src,business-module,tracked,False
src/modules/institution-system/domain/raw-data-retention-policy.ts,raw-data-retention-policy.ts,.ts,13603,13.28 KB,2026-07-18 13:46:15,5,src,business-module,tracked,False
src/modules/institution-system/server/institution-ai-usage-metrics-reader.ts,institution-ai-usage-metrics-reader.ts,.ts,13059,12.75 KB,2026-07-18 16:41:20,5,src,business-module,tracked,False
src/modules/institution-system/server/institution-ai-usage-service-key-policy.ts,institution-ai-usage-service-key-policy.ts,.ts,7598,7.42 KB,2026-07-18 16:06:32,5,src,business-module,tracked,False
src/modules/institution-system/server/institution-ai-usage-terminal-status-policy.ts,institution-ai-usage-terminal-status-policy.ts,.ts,4307,4.21 KB,2026-07-18 16:41:20,5,src,business-module,tracked,False
src/modules/institution-system/tests/AiUsageMetricsDomain.test.ts,AiUsageMetricsDomain.test.ts,.ts,19430,18.97 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/tests/AiUsageMetricsSnapshotDomain.test.ts,AiUsageMetricsSnapshotDomain.test.ts,.ts,20046,19.58 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/tests/AiUsageOutcomesDomain.test.ts,AiUsageOutcomesDomain.test.ts,.ts,2881,2.81 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/tests/AiUsageServiceKeysDomain.test.ts,AiUsageServiceKeysDomain.test.ts,.ts,3498,3.42 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/tests/AiUsageTimeWindowDomain.test.ts,AiUsageTimeWindowDomain.test.ts,.ts,3736,3.65 KB,2026-07-18 03:25:13,5,src,business-module,tracked,False
src/modules/institution-system/tests/InstitutionAiUsageMetricsReader.test.ts,InstitutionAiUsageMetricsReader.test.ts,.ts,12617,12.32 KB,2026-07-18 16:41:20,5,src,business-module,tracked,False
src/modules/institution-system/tests/InstitutionAiUsageServiceKeyPolicy.test.ts,InstitutionAiUsageServiceKeyPolicy.test.ts,.ts,1305,1.27 KB,2026-07-18 16:06:32,5,src,business-module,tracked,False
src/modules/institution-system/tests/InstitutionAiUsageTerminalStatusPolicy.test.ts,InstitutionAiUsageTerminalStatusPolicy.test.ts,.ts,1666,1.63 KB,2026-07-18 16:41:20,5,src,business-module,tracked,False
src/modules/institution-system/tests/RawDataRetentionChangeDomain.test.ts,RawDataRetentionChangeDomain.test.ts,.ts,11161,10.90 KB,2026-07-18 13:46:15,5,src,business-module,tracked,False
src/modules/institution-system/tests/RawDataRetentionPolicyDomain.test.ts,RawDataRetentionPolicyDomain.test.ts,.ts,10032,9.80 KB,2026-07-18 13:46:15,5,src,business-module,tracked,False
src/modules/institution-workbench/components/InstitutionWorkbenchCapabilityOff.tsx,InstitutionWorkbenchCapabilityOff.tsx,.tsx,2285,2.23 KB,2026-07-22 22:48:11,5,src,business-module,tracked,False
src/modules/institution-workbench/components/InstitutionWorkbenchShell.tsx,InstitutionWorkbenchShell.tsx,.tsx,20442,19.96 KB,2026-07-22 14:29:25,5,src,business-module,tracked,False
src/modules/institution-workbench/components/WorkbenchActionQueue.tsx,WorkbenchActionQueue.tsx,.tsx,8362,8.17 KB,2026-07-18 16:33:09,5,src,business-module,tracked,False
src/modules/institution-workbench/domain/workbench-action-aggregation.ts,workbench-action-aggregation.ts,.ts,25303,24.71 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/domain/workbench-action-view-models.ts,workbench-action-view-models.ts,.ts,5136,5.02 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/domain/workbench-capability-projection.ts,workbench-capability-projection.ts,.ts,24287,23.72 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/domain/workbench-capability-view-models.ts,workbench-capability-view-models.ts,.ts,2644,2.58 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/domain/workbench-lifecycle-projection.ts,workbench-lifecycle-projection.ts,.ts,7904,7.72 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/domain/workbench-lifecycle-view-models.ts,workbench-lifecycle-view-models.ts,.ts,2515,2.46 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/server/institution-workbench-entry.ts,institution-workbench-entry.ts,.ts,4475,4.37 KB,2026-07-22 19:00:27,5,src,business-module,tracked,False
src/modules/institution-workbench/server/institution-workbench-runtime.ts,institution-workbench-runtime.ts,.ts,1290,1.26 KB,2026-07-22 23:27:40,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/HospitalWorkbenchEntry.test.tsx,HospitalWorkbenchEntry.test.tsx,.tsx,23696,23.14 KB,2026-07-23 00:08:09,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/InstitutionWorkbenchCareCardAccessibility.test.tsx,InstitutionWorkbenchCareCardAccessibility.test.tsx,.tsx,3307,3.23 KB,2026-07-18 17:24:44,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/InstitutionWorkbenchLifecycleStatus.test.tsx,InstitutionWorkbenchLifecycleStatus.test.tsx,.tsx,6223,6.08 KB,2026-07-18 18:00:01,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/InstitutionWorkbenchRuntime.test.ts,InstitutionWorkbenchRuntime.test.ts,.ts,8183,7.99 KB,2026-07-22 23:27:40,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/InstitutionWorkbenchShell.test.tsx,InstitutionWorkbenchShell.test.tsx,.tsx,18939,18.50 KB,2026-07-22 14:29:25,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/WorkbenchActionAggregation.test.ts,WorkbenchActionAggregation.test.ts,.ts,21765,21.25 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/WorkbenchActionContractBoundary.test.ts,WorkbenchActionContractBoundary.test.ts,.ts,32680,31.91 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/WorkbenchCapabilityContractBoundary.test.ts,WorkbenchCapabilityContractBoundary.test.ts,.ts,11554,11.28 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/WorkbenchCapabilityProjection.test.ts,WorkbenchCapabilityProjection.test.ts,.ts,26588,25.96 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/WorkbenchLifecycleContractBoundary.test.ts,WorkbenchLifecycleContractBoundary.test.ts,.ts,7143,6.98 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution-workbench/tests/WorkbenchLifecycleProjection.test.ts,WorkbenchLifecycleProjection.test.ts,.ts,17025,16.63 KB,2026-07-18 03:34:25,5,src,business-module,tracked,False
src/modules/institution/client/institution-ai-service-usage-client.ts,institution-ai-service-usage-client.ts,.ts,6652,6.50 KB,2026-07-02 20:49:40,5,src,business-module,tracked,False
src/modules/institution/client/tenant-business-client.ts,tenant-business-client.ts,.ts,38684,37.78 KB,2026-07-11 19:18:48,5,src,business-module,tracked,False
src/modules/institution/client/trusted-reachout-safety-client.ts,trusted-reachout-safety-client.ts,.ts,6005,5.86 KB,2026-07-11 19:18:48,5,src,business-module,tracked,False
src/modules/institution/client/wecom-customer-mapping-client.ts,wecom-customer-mapping-client.ts,.ts,7271,7.10 KB,2026-07-11 00:21:39,5,src,business-module,tracked,False
src/modules/institution/client/wecom-customer-mapping-review-actions-client.ts,wecom-customer-mapping-review-actions-client.ts,.ts,12965,12.66 KB,2026-07-15 16:46:53,5,src,business-module,tracked,False
src/modules/institution/components/AiConversationWorkbenchShell.tsx,AiConversationWorkbenchShell.tsx,.tsx,50019,48.85 KB,2026-07-11 00:21:39,5,src,business-module,tracked,False
src/modules/institution/components/AppointmentCenterShell.tsx,AppointmentCenterShell.tsx,.tsx,22970,22.43 KB,2026-07-18 18:59:45,5,src,business-module,tracked,False
src/modules/institution/components/CustomerCenterShell.tsx,CustomerCenterShell.tsx,.tsx,57943,56.58 KB,2026-07-18 19:09:27,5,src,business-module,tracked,False
src/modules/institution/components/CustomerTimelineDrawer.tsx,CustomerTimelineDrawer.tsx,.tsx,72419,70.72 KB,2026-07-07 07:26:03,5,src,business-module,tracked,False
src/modules/institution/components/HisConnectionReadOnlyPanel.tsx,HisConnectionReadOnlyPanel.tsx,.tsx,19278,18.83 KB,2026-06-13 13:46:27,5,src,business-module,tracked,False
src/modules/institution/components/InstitutionAiServiceUsageShell.tsx,InstitutionAiServiceUsageShell.tsx,.tsx,20093,19.62 KB,2026-07-02 20:49:40,5,src,business-module,tracked,False
src/modules/institution/components/InstitutionAuditEventsShell.tsx,InstitutionAuditEventsShell.tsx,.tsx,20193,19.72 KB,2026-07-22 19:12:29,5,src,business-module,tracked,False
